state,state_abbrev,location,longitude,latitude,date,summary
Missouri,MO,Chesterfield,-90.5770675,38.6631083,,"I saw three of them, eating something big and bloody, in a field. They saw me, stopped eating, and followed me back to the farm when I got out of there.
This happened more than fifty years ago. It was forbidden to talk about, in the family, lest the neighbors think we were cracked pots. Now, all the old folks are gone and I’ve told my children about what I saw that day. They said I should write it down, but I think I’ll leave that up to them to do.
There were other strange things going on in the area, but at the time, we didn’t connect them together. If the aunts and uncles did know what was going on, they wouldn’t tell us kids. It’s been cathartic to talk about and I’m so pleased to see that others have seen them too, but I have to tell you, to think back on something I’ve tried to forget, for over fifty years, is terrible. It was so frightening, I haven’t been able to get a good night’s sleep; thinking back on all that gore and those things faces. I truly believe they would have eaten me if they hadn’t already just eaten.
When I finally told where and what had happened, I was called a bald-faced liar and given a good beating. Then, the folks went to the field and to the truck that I hid in and saw the gore, blood, scratches, prints, and all. Later, an uncle up the road, about five miles, had these prints come up to his house. He took pictures of them and there was a newspaper article about some sort of huge cat, prowling around. I don’t know if that has anything to do with those critters or not.
A neighboring farm that was owned by a wealthy family, compared to us, had a prized bull go missing. I bet that had something to do with those things. He was a huge thing and very ornery. They never found a trace.
I know this is choppy and not very clear, but it still makes me nervous to talk about it, after all this time.
Time: Afternoon, in the summer Date: Over 50 Years Ago"
Missouri,MO,Hawk Point,-91.1312583,38.9708783,3/29/2018,"Name:
Rhonda
Report Title:
Something big crossed the road
Dogman Sighting details::
It was about 2 years ago, I was going up to my Mother in laws house to pick up my husband after him and his brother had finished working on his jeep. It was already dark, I was coming up the back way to her house which is mostly all gravel roads through farm land. I had just gotten off the black top and passed a big farm when this thing jumped from one side of the creep behind the farm across the road in front of me to the other side which was a field and woods. I stopped the car, first I thought maybe it was a donkey, but it was too big and fast, and the tail on it looked more like a dog. I tried to make sense of it, it was grey so it wasn't a deer or cow, and it wasn't a horse. There were no hoof beats, it was quiet and fast! I haven't seen anything again but there have been reports of dogs missing and killed, also the farm where this thing came from used to have cows, but now they don't have them anymore. This is from HawkPoint MO, by Troy MO. Thanks for listening, if you have further questions shoot me an email! 
Submitted File 1:

Date and time
03/29/2018 3:30 PM "
Missouri,MO,Maramec Springs Caverns,-91.532931,37.9539317,12/19/2017,"Name:
Rhonda
Report Title:
Dogman in Missouri
Dogman Sighting details::
Almost 3 years ago now, it was almost fall. I was heading up to get my husband from his mothers house about an hour away from where we live. It was dark, the road had just turned into a gravel road. There is woods on one side, and a creek and commercial farm on the other side. This dark gray thing came from the creek side and jumped across the road, I could make out it's back end but definitely saw a tail like a dogs. I told him and his mom that I saw a donkey running across the road in front of me, but the tail looked like a dogs tail. I get laughed at for it. But I did stop my car and get out to look for the animal thinking someone had lost a pet. A car pulled up but kept going, I was hoping they would stop and ask me what was going on, but that didn't happen. I stood there for a couple of seconds and thought that it was a dumb idea, a lot of horror movies start out like that after all. But that was the full extent of that sighting. However I had another strange thing happen on a camping trip that I took with my husband and some friends down to Meremac Springs Caverns in Missouri if you want to hear about that one. It is short just the same but after seeing what I saw by his moms house, I wondered how close I came to danger that night as well.
Submitted File 1:

Date and time
12/19/2017 5:00 PM "
Missouri,MO,Pulaski County,-92.2236667,37.8727481,,"Date Unknown - I should start off explaining that my partner and I are experienced Bigfoot investigators who are in a unique situation, as we have a family group living in our research area. Last October, during the full moon, my partner and I were on our ""Hilltop"" having quite a bit of success with two juveniles and one adult (that we noticed). We could hear them walking in the leaf litter and every once in a while we could also hear a clack or wood knock from different directions. After a while, it seemed the feeling of ""fun"" for them dissipated and became a lot more cautious. Mike heard something to our north and went a ways down to investigate while I stayed by the camp, to make sure it wasn't a diversion. He came back in a rush and said he had seen one of the young ones come out of the wood line, running for the other side of the fire break, and what was following, he said he couldn't comprehend. It was about 6 ft tall, with pointy ears, and a long snout. At this point, I have to say that neither of us have given any creed to the ""Dogman/Wolfman/Grassman"" theory. We just thought it was mistaken identification of a Bigfoot or a bear. I had purchased a .40cal. handgun (and some hydro-shock ammunition for it) earlier that day, so it was in my vehicle. After Mike had explained what he had seen, I retrieved my weapon and loaded it. All the while, we could hear the two young ones chattering and the big one stomping all to our backside. They were pissed or upset about something and they never acted that way with us. I had Mike take me down the fire break to where he saw this creature and with spotlights we scanned the area. We could here something moving around and a few short growls. Finally Mike caught it with the spot light going between trees and what I witnessed is something I never would have dreamed of seeing, except on a movie screen. A 6 ft wolf, walking on its hind legs!!! I fired my weapon in the air and it turned to the south east, into the woods. We cautiously made our way back to camp, but we could hear this thing pacing us to our left. As we got back to camp, we kept listening to this thing approaching us from the woods. Mike turned on the spotlight and I leveled my gun wherever the sound was coming from. It was approaching us without fear and it felt to both of us like it was stalking us, as it was one of our juvies that Mike had witnessed. It came out from between the trees and I shot it square in the ribs at about 20 yards (We measured the next day and I am a VERY good shot)! I saw the wound and know without a doubt I hit it. It fell to the ground, but immediately got up and ran to the south east. We could hear it crash through the brush, and we even heard it fall down or trip over something, but it continued to head in pretty much a southerly direction, down the hill, paralleling the fire break. We were both freaked by this time, and broke camp, and left. The next morning, I loaded up a few extra clips and we went back up to see if it died somewhere close, or was just wounded, so we felt we had to track it down. We did track it from the point of where I shot it, all the way down the canyon and even found where it made such a ruckus when it fell. The leaf litter was all up ended and was fairly easy to track. At one point, we did find a perfect K-9 track in a mud ridge, but it was over 8 inches across. the thing that absolutely baffled both of us was that there was no blood trail. NONE!!! We both saw the bullet hit, yet no blood?!? We tracked it all the way down the canyon, until we lost the trail. We talked to a Native American couple we know and they immediately said ""Skin Walker."" We contacted a few other Investigators, to try and figure out what in the hell happened. I mentioned before, that neither of us took any creed from any Dogman reportings, but... I do know that neither of us wants to experience it again, and I have NEVER gone out in the woods unarmed since."
Missouri,MO,St. Louis County,-90.4125181,38.6103023,11/19/2015,"11/19/2015 - I was rolling the trash cans out, for pick up the next day. It was late, so I grabbed a flashlight. I walked out the back door, unlocked the gate, and was dragging the can, while walking backwards. As I passed the fence, it blocked my view of my nieghbors garage. That’s when my light hit this wolf creature. I froze instantly. The creature was about twenty feet away and I could clearly see that it was crouching. When our eyes met, it turned to its right and fell to all fours and leaped my neighbors driveway, in one jump. That driveway is about twelve feet wide. The creature was about eight feet tall and maybe three hundred pounds. It looked kind of thin around the waist, but it was very muscular. I dropped the trash can and panic set in. I ran inside, grabbed my gun, and locked my self in my room. I’ve never felt fear like that before! When the light hit its eyes, they were a vibrant, yellow color. His fur was short and charcoal colored. I could hear the clicking of his claws, when he dropped down, on all fours. I thought I was seeing things. I didn’t sleep a wink that night. It made me really question my sanity. Furthermore; it made me seek a concealed carry weapons permit. Just a few nights ago, I heard something wimpering, when it was just starting to get dark. I slammed my window shut and hit the lights. I layed in bed, with my AR-15 that night."
North Carolina,NC,Cumberland County,-78.7476208,34.9542604,,"On the night I had my brief encounter, it was unusually slow. During slow parts of my night, I park outside the facility I work out of and watch the wildlife. It’s abundant, with a mixture of fox, coyotes, raccoons, and every once in a while, I’ll spy a red wolf breaking the wood line, trotting across an open field, in search of small game. Our facility is located on a dead-end street, which backs up to a major creek and to the left, we have a smaller creek that breaks off of the larger one. Both creeks are fed by a large river, about a mile away. I should also mention that we have large patches of woodland that lead to our facility and that the area does not have a lot of light until you turn into the parking area.
About a week prior to my encounter, I would sit at the end of the road, to complete my paperwork and wait for the next call to come. As I parked there, I would get a sense of being watched. I would look up, almost expecting someone to be standing in front of my truck.
Let me say that darkness or the woods do not spook me or make me jumpy. I was raised in the swamp, close to a river and rather enjoy the solitude. Not only did I have a sense of being watched and sharing my space with someone, I noted that there were no normal night sounds, such as crickets and frogs. I also found it baffling that all the wildlife seemed to be gone from the area. This really bothered me. I couldn’t figure it out.
On the night I had my encounter, I decided to leave some wet dog food at the edge of the woodline, hoping to entice a family of raccoons out, so I could at least see that they were okay. This family of raccoons, I had watched grow up from kits and not seeing them bothered me. Also, I didn’t see a gray fox that would hang around that area. This fox would come within four to five feet from you but would be guarded all the while. He would hang out with certain people and then retreat back into the woods. Anyway, I popped the top off of some smelly dog food and as I was pulling the top off the can, I heard a deep growl come from out of the edge of the wood line. I had never heard an animal growl with such force and so deeply. At first, I thought it could have been a Jake brake, from the interstate. That can be heard from our facility but that’s not what it was. I could feel hear it from the woodline, hitting my face and felt the growl inside of my chest, pretty much like a vibration. I knew this was not a bear, the same as someone knows their left hand from their right. You just know. And yes we do have bear here, but I can tell you quite bluntly and very firmly, this was not a bear or any other wildlife that was normal to the area. I dropped my head down and refused to look up. I dumped the can of food on the ground with one hard thump, hoping whatever was in the woodline would rather have the can of food, instead of me. I backed away with my head down until I reached my truck. My instinct told me to drive away and so I did. About half an hour later, I returned, due to my curiosity overruling my common sense. Being a natural skeptic, I was prepared to figure out the earlier event. I parked in the same place and this time had walked to the back of my truck to smoke. While standing there, I observed a dark mass come across the road and disappear into an open field, that is mostly overgrown with wild blackberry bushes and grass. I have a trained eye. I take in a lot of detail, and still, I admit to suffering from short-term memory loss, due to a TBI that ended my law enforcement career. What I saw at that moment, though, will be in my memory forever. I can only describe this creature as what I took at the time to be some kind of a hybrid. Although it was on all fours, to me, it did not appear natural. It moved with very quick, fluent motions. Looking back, I was most surprised by the creature having the intelligence to attempt to appear natural. Something was off with its gate, though. It was kind of like the front legs were pulling its body forward. The back was hunched at the shoulders and it had a long back. The creature was black, which I can only describe as a dark mass, with no reflection. I also noted it had a small animal in its mouth. The strange part was that I could see the definition of most of the small animal, compared to the darkness of the creature that I now believe to be a Dogman. The snout was long but fit its body. What struck me most were its ears. They were folded back like you might see on a Dutch Shepherd or German Shepherd. I guess, with my background, working with dogs, the ears were clearly defined to me. I can’t say what kind of tail it had or what color its eyes were. I just know it was there one minute and gone the next. When daylight came, I looked for tracks, but listened to my gut and did not enter the field looking for it. The ground leading out of the smaller creek was covered in grass and what dirt was there was hard. I was left baffled but more amazed than anything. I sat on my experience for several months. I didn’t tell anyone about it. I then started searching the internet for what I had seen. I guess, in my mind, I wondered if it was some type of hybrid created by man and had escaped. I found several sites on the internet, but none seemed to come close to what I had seen. Nothing until I came across a picture of a Dogman. If you take what I saw and stand it upright, instead of being on all fours, well Vic, that’s what I saw. With a doubt. I’m pretty sure this Dogman was a young adult but it wasn’t overly massive. What I ponder the most is the fact the Dogman had to catch my scent before clearing the woodline. I know scent. I know how it works. The Dogman knew I was there before coming out of the woods. I suppose that will be the answer I will never have.
After a few months of keeping my experience to myself, I spoke with a few of my co-workers. Of course, they told me it was a bear or a large wolf, but they did acknowledge that the wildlife had disappeared for a while. I was told to share my story but I think it was only so my co-worker could get a good laugh at me behind my back.
I stand by what I saw, although I don’t speak about it much, because of people like him. I did reach out to you a few months ago and you kindly responded back. For that, I thank you. I have never been fascinated by Bigfoot or other similar creatures ( although I did
respond to a Bigfoot call, off the record, for a law enforcement friend) but at this point, I am consumed with what I saw that morning and learning more about it. I am grateful that you are around, for support, for people like me. Thank you for allowing me to share my encounter. As I write this, I am once again on night shift, parked at the same spot where I had my encounter. I’m pretty sure that Dogman has left the area. Wildlife is back and the night sounds are all around. I guess I will always wonder if it will come back again, but I can’t say I will ever walk the woods at night again, looking for animal tracks by myself.
Time: 2:30 AM Date: April of 2017"
North Carolina,NC,Robeson County,-79.1096901,34.6383858,,"July 1990 - I was around 9 years old or so and was at my mom's friend’s house, because they were having a little get together. My mom’s best friend, at the time, decided to go get something, which was at a house nearby, down a dirt road, in the woods. My mom’s friend decided to take my friend and me with her. I wish I had never gone with her. We rode with her, over there and when she got out, my friend and I stayed in her car and waited for her to come back. After sitting in her car for 10 minutes, we decided to get out, to see what was taking her so long. When we did that, she told us to get back in the car, so we did. As it turned out, she was buying weed, so we weren’t welcome in the house. So, my buddy and I got back in her car and waited for her to come out. They had a lot of bulldogs at that property. The dogs had all been barking, like crazy, and then just stopped, all at once and went into their dog houses. That’s when my friend and I saw this thing that looked like some kind of Werewolf, coming from behind the car. We froze and just stared at it, as it walked by. Wow! It looked so demonic! When we saw it, we ducked down and laid on the floor boards. We laid there for what seemed like forever, until we heard my mom’s friend hitting on the driver’s window, trying to get us to let her in. I guess it left when it heard her come out of the house or something."
Tennessee,TN,Jefferson County,-83.4643551,36.0417825,,"2012 - I'd like to tell you about the encounter my son had, maybe 4 years ago. He told me about it then, but I had no clue. Now we have Dogman Encounters and now I know. Here's what happened. My son's friend was driving him home, about 11PM, through a rural, residential area. The houses are spaced some distance apart. They were on a 2 lane highway, with no street lights, and very little traffic. The area is not overly wooded, but has patches of trees and fields. This area would probably be included in the foothills of the Smoky Mountains. Anyway, they were driving along, when suddenly, from the right side of the road, this ""thing"" sprang out, and was across the road, and into the bushes on the other side, in two leaps, or bounds, or steps, or however you want to say it. It was in full view, because of their headlights. My son said the first thing he thought was ""dog"". He went on to say that it was running on all-fours, like a deer. He said it was the color of a deer, with a huge dog head, massive shoulders, and a really small waist. He kept repeating how big it was, so I asked for a comparison. I asked if he meant huge like maybe a big deer or was it maybe as tall as a cow. He answered and I can quote his answer, ""Mom, this thing was massive. If we had hit it, the car would have gone underneath it and it's body would have hit the windshield."" I don't remember what kind of car it was, but it was about the size and shape of one of those older Sentras. He said that neither he or his friend said anything for about 10 seconds and then his friend yelled ""Did you see that?"" My son said yes and they didn't say another word the rest of the way. And that's it. It's really creepy to me and I thought other listeners like might to hear about it."
Tennessee,TN,Hamilton County,-85.1479364,35.1618966,,"Date Unknown - Laugh at me. I really don't care. I don't know what I saw. It looked like a cross between a guy and a wolf (I sh*t you not)! I was on my way home from work. I was maybe 10 minutes from the house, coming up a big hill. I suddenly got the strangest feeling, so I slowed down, thinking a deer was gonna come out of the woods, or something. I just felt like I was being watched, or followed. There were no cars in front of me, or behind me. I got to the top of the hill and slammed on my brakes, because as soon as I got to the top of the hill, this HUGE, black, hairy thing came bounding across the road!!! It was so big, when it ran, its back arched up, kind of like a cheetah, but only a lot more than that. I know that if it would have stood up, it would have been well over 6 feet tall, maybe taller!!! I also know another car saw it too, because when I hit the brakes, another car turned onto that road and slammed on their brakes too. We both just sat there for a few minutes (not really safe considering; I know...but, I was in shock). I truly have no idea what it was that I saw. It was NOT a dog or a horse. Dogs do NOT get that big or arch their backs like this thing did when it was running. The arms, legs, whatever it had, were so long, it was having to throw them out to the side (think crab-walk) just to run. And the...appendages...it had were just as big as it was. It ran from one side of the woods to the other, non-stop, like it was either going after something, or running away from something. I honestly have no idea what the holy freaking hell it was that I saw. I don't care if you laugh at me. I know what I saw. "
Tennessee,TN,Shelby County,-89.9253233,35.1268552,,"Date Unknown - Just thought I would report this as a potential Dogman hearing, not sighting. Multiple co-workers of mine in a Shelby County, TN, medical facility have heard a strange creature screaming/making crystal clear sounds behind facility. It is well lit, fenced, but there are woods behind and also a river bottom near. 3 separate people have heard the noise, 2 together, 1 at an earlier time, last summer. This most recent event happened within the last month. When discussing it, the 3rd person confided that they had also heard the noise in the pre-dawn house, while getting something from their vehicle and couldn't believe it so they had never mentioned it to anyone. After hearing the details of what the other two heard, the third person confided. All three are medical professionals, have outdoor experience and could not identify the creature making the sounds. The described it as being loud, crystal clear, and even though it was from an obvious distance, the call was loud enough to be heard clearly, from within a running car, with defroster blowing. This occurred at twilight, near 6-7am. Also, since this occurred near shift change, there were several ladies coming in to work, who obviously heard the noise too and rushed inside the building, as observed by the two who were leaving. "
Virginia,VA,Camden County,-76.3804983,36.5565408,,"Date Unknown - My step dad lived in Virginia when he was around the age of 8. Right on the edge of ""The Great Dismal Swamp."" According to him, he was in bed one night when the sky was cloudless, or just very bright (he never thought until recently whether the moon was shining, or not) and saw a beast looking right through his window at him. He said, he could see spittle running down its face and its eyes were looking straight at him. It was supposedly standing on its hind legs and had cream, red, and brown-colored, matted fur and a face almost like a wolf. Other than its snout, its facial features were very human. Its jaw bones were high, the structure around its eyes and its eyes themselves were human-esq. The coloring of its eyes, he believes, were yellow. The reason why I think this is interesting and possibly valid is because, the Great Dismal Swamp covers a huge amount of territory and is hardly touched by humans. Only in recent years have people started to study its inhabitants. The grounds are wet, mossy, and absorb sound. And people have been known to wander into it and never return. Who knows what could be lurking in the unknown... Chills my bones! Oh, yeah! I forgot to mention that he crawled out of his bed and went straight to his mother's room. In the morning, when they looked around the house, all the windows had ground that was stirred up under them and grass that was yanked out. There were actual scratches in the wood under his window, and paint was missing too. However; as far as they could see, there were no discernable footprints."
West Virginia,WV,Hancock County,-80.5660657,40.5123559,,"2002 - I’m a 32 year old lady, from the very northern tip of West Virginia. Most of my life has been lived in Hancock County. When I was little, we camped in tents, walked everywhere, hiked at parks; all that outside goodness. In my teens, we started going to state parks, to ride horses. I’ve been to Tomilson Run, Beaver Creek State Park, Salt Fork, Raccoon Creek, and Vista Park (I think that was the name). We had a friend who was constantly inviting us to ride on peoples’ land she had received permission from. I’m well acquainted with the local wildlife. I’ve seen all the major players, including coydogs, and bears, and can identify most sounds in the forest. I love watching nature documentaries. I was looking to become a vet, so I studied a lot, on animals. Drawing and painting them got me very acquainted with animal anatomy. Was I ever into cryptozoology? Yes! I was a dino-crazy, little girl. My one babysitter had Reader’s Digest ‘Mysteries of the Unexplained’. The thought of a plesiosaur, in Scotland or an Apatosaurus, in the Congo, was just mind blowing. Later in life, I started looking at it like Folklore. It was interesting to read the accounts and learn the theories behind what people were seeing, but I believed in them as much as a folklorist believes in dragons and trolls. I didn’t have any interest in Bigfoot and I’d never heard of Dogmen. I never had interest in looking, nor did the thoughts ever cross my mind. It seems I didn’t need to go looking, they found me. We moved to the farm when I was about 10. Mom’s dream was to have horses and she was finally able to live it. The farmhouse was haunted, mainly by the former residents of the house. I never felt threatened by them though. It's a little unnerving to have two men talking and moving the couch you’re sitting on. Or should I say, it sounded like it. No one was home, no media was on, and yet, I was hearing two men, talking about how they were going to move the couch, and where, and the sound of furniture being dragged, right from under me. The land, itself, had its share of strangeness. Most things were benign though. We just shrugged and carried on. I honestly hated our woods. Anywhere else, I’d freely hike, but even in the yard, sometimes I felt watched. Heck, sometimes I thought something was staring in our windows. Now that I think of it, we did have things slam into our trailer. I'd think it was a horse that had gotten loose, but when I'd go out, to investigate, I'd find nothing. I'd chalk it up to a deer. I used my horses' breeds for their names, rather than think up names for them. Anyone who knows me knew my horses' names. I was eighteen to nineteen, in this encounter. By this time, we gave up on cows (I hate, hate, hate them) and just had the horses and chickens. Someone knocked on the door, at 2am. I'd only been asleep two hours, but years of conditioning had my heart pumping and my mind clearing. Someone knocking that early meant trouble. It usually meant horses or livestock had gotten out. I wasn't disappointed. Our neighbor said the horses were in his yard. My mind wasn't totally awake, so I didn't think to ask which yard they were in. My stepfather came out, asked what was up, and told me they were my horses, so deal with it. Mom was working. That was nothing new. This lot of horses had three expert escape artists. I had the routine down. It was pretty dark out, but I did have some moonlight, to help. The security light only went so far. Then of course, it shut off, after so long. When it was cloudy, you literally had to watch that you didn't walk off, into the ravine, it was so pitch. I was naturally in a foul mood, cursing my horses, and wondering if some drunk had gone through the fence, AGAIN. It happened a lot. As I got closer to the brown barn, I realized a horse was flipping out. It was running back and forth, squealing, and carrying on. I went in and grabbed the halters and leads. I paused for a moment, to see if any other horse or horses had replied to the horse I heard squeal. That would give me an idea where the other horse or horses might be. There was no reply. That was odd. I was thinking, ""Crap! They're on the other side of the hill!"" It was the only reason in my mind they wouldn't be replying. Let's just say, when they followed our cut trails, to the other side, it took us an hour to traverse through the woods and lead them back. And even with two guys, on a four wheeler, and my mom, that was a freaky trek. I felt like I was being watched and followed. Maybe, it wasn't paranoia. So, the land is set up like this. The brown barn was connected to a small pasture, about half an acre long; which then connects to a seven acre pasture. Pretty much in the center, on the outside edge of the large pasture, was an old, white barn, that we turned into a run-in. I decided to tackle the horse still in the fence, so I could bring her down to the small pasture, to keep her from escaping too. Maybe, the others would follow. I had to walk clear to the other side of the pasture, to get to the panicking horse. It was my mother's psycho appaloosa mare. I tried to catch her and nearly got trampled, a few times trying. She was frothing at the mouth and her eye whites were REALLY showing! Was I alarmed? No. As I said, psycho! I noticed my other six were across the road. They were standing in a tiny, little fenced-in area, under a spotlight. They were standing motionless and not touching a blade of grass. I was wondering how the neighbor managed to herd them into that tiny fenced in area, with that tiny door. Three of those horses were over sixteen hands tall. One was a draft horse-cross. The doorway was actually small enough; he touched both sides, going through. My Thoroughbred mare took me two hours to corral, the last time she got out (much to my frustration, she was an awesome jumper). So, a stranger rounding them up and putting them into a tiny yard was mind-blowing. I've had horses since I was nine. I'm thirty two now. I've had ponies and horses. I've had appaloosas, Arabians, draft horses, quarterhorses, walking horses, saddlebreds, thoroughbreds, mustangs, foals, geldings, mares, and geldings that still thought they were stallions. I've had a lot of horses, from all walks of life. I will tell you, they consistently do not like to be crammed into tight spaces, especially, not in a group. I had two severely abused horses, I was rehabbing, a thoroughbred that actually had PTSD, and a racking horse, that actually took me three years to touch, without some sort of a bad reaction. They did not like being in stalls, and all but one were mares. Mares are extremely moody and two of mine were particularly vicious, to those they didn't like. My walker mare only liked three other horses. She should have been kicking the crap out of the others there. Mine also didn't like to be under lights, when they escaped. They avoided them like the plague. And not eating grass, that was over ankle deep? That was unheard of. They were silent and dead still. My neighbor came out and told me that they were like that when he found them. He asked me if I needed help, but I said, ""No."" My thoroughbred and racking horse mares did not like men. I told him I'd take them out, one at a time. I took one halter and lead and threw the rest outside the gate. I put the halter on my gelding and opened the gate, to lead him out. They had other plans though. All six came out, as a freaking unit. They were literally chest to butt, crammed together. My gelding and my Welsh mare had their chest pushing against me as we walked back to the brown barn. Normally, they did not do this. I wouldn't usually allow such bad behavior. We were on the main road, which I did not like. The speed limit is only thirty five, but people go sixty. So, I tried to lead them through the large pasture gate. They wouldn't even go on that side of the road though. I was a little unnerved, by their behavior. So I lead them down to the brown barn and they went in. They were skittish though, picking at the hay I threw out, walking around restlessly, sticking to the barn like glue, and eyeing the upper pasture. I rationalize it by thinking, it's the appy flipping out, that's unnerving them. And why hadn't she come down yet? She had to have seen us all walk down. I rushed to the gate, between the little and big pastures, out of habit. I didn't want the herd to go back out, into the big pasture. I didn't have to worry. They didn't follow me (like they usually did). The gate was wide open, but the appy was still running and squealing, back and forth, in the same area. I started to go get her. Now, the neighbors' security lights didn't really light up my pasture. The road was higher than my pasture, so it was cast, in a shadow. I could make out her shape and some detail though. She took off, at a panicked gallop, swerved sideways, and jumped the stream. When she landed, she nearly landed on her face. She caught herself though and took off, at a dead gallop, again. I ducked behind a stump. If she would of hit me, I would have been dead. I went back and chained the gate. I decided to forego looking her over, until I got the halters and leads. She was too hot at the moment. I decided to walk on the road, instead of through the pasture, again. The pasture was uneven, unlit, and full of springs. Sometime, during this, clouds had taken over the sky. so there was no moonlight, to see by. The spot, on the road, where I was at, was paved and pretty well lit though (my neighbor was paranoid as mentioned). I had almost gotten to the white barn, when I got this sudden urge, to stop and look at a very specific spot, in the pasture. I would like to say, it was instinct that told me to look, but usually, I’d scan the woods first, to see what was watching me. That’s usually where the watchers are. Instead, I just flicked on my flashlight, right on a certain spot. It was extremely close to where the mare was flipping out. I saw red eye shine. My first thought was, ""Why in the world would a deer be there, with all that chaos?"" I was feeling a sense of extreme dread and didn't know why. Besides, it being where my horse was going nuts, told me, something else just wasn't right..... I then realized, where the eyes were, relative to the walnut trees and my racing barrels. See; the road is above the pasture and the walnut trees were right at the same elevation, as the road. The pasture itself is sloped, to deal with the runoff, from the road. The barrel, it was next to, was on the low end of the incline. The barrels were white, so I could see a dim lighting (from my flashlight) on the one it was next to. This thing was too freaking big to be a deer. I was frozen, standing there, watching it. I just had this feeling, it was evil and that I had to keep track of those eyes. It was watching me. It slowly blinked a few times. it also looked over, into the woods, above the pasture. I know you ask your guests if they ever feel there are other ones out there. Well, let me tell you, it crossed my mind. With a sinking stomach, I flashed my flashlight over the woods, to see if I would catch eyeshine. I didn't see any though. So, I went right back to the eyes. They were still there. I flicked back and forth, making sure nothing was sneaking up on me. I don't know how long I stood there, watching, frozen. Someone could have come around the bend and hit me, with their car, I was so focused. Finally, it started to move off. It glanced at me, sideways, a few times (only one eye). I think it went into the copse of trees, around the creek. I heard nothing. That wasn't surprising though. The horses were still restless and making noises. I stood there, a long time after, looking for eye shine. I was wondering if it could have been a bear. I didn’t think so though. The eyes were consistent, in height, until it disappeared. Bears are clumsy, on their back legs. On this uneven, inclined ground, I have no doubt a bear would have dropped to the ground, to go on all fours. Even the rear up and drop down behavior bears do, when they’re trying to see something, wouldn’t work. We had one cross our pasture before. He made a lot of noise, going through the woods. The horses settled down quicker with the bear. I was almost to my neighbor's, at this point. I considered leaving the couple, hundred dollars of tack, at his house (halters and leads aren't cheap). I had no doubt, if I left them there, they'd be gone in the morning. My mother would be pissed. So, I darted over, grabbed them, and ran like a bat out of hell! I know, I know. I should have left the tack. I also know, you're not supposed to run, but I couldn't even conceive what I had just seen. I got into the barn, threw the tack down, and hung with the horses. I wasn't going to go back up that pitch black driveway, on foot. I figured, with the horses, I'd have a warning, and the barn had plenty of sharp things. I didn't go back up, until dawn. I was frozen stiff by that time. I've had years to think this over. It unnerves the crap out of me. How long was that thing there? Was that what was keeping the appy mare from coming down? Was it RIGHT there, in the shadows, while I was trying to catch her or was it in the unlit barn, I walked through, to get to the road? Was It the reason the appy swerved and nearly fell? How did my horses get out? I never did find how they got out. Did they panic and jump the fence? I did check the fence line, away from the woods. I did look for tracks, around the barrel. Sadly, the ground was hard, from frost that morning. But, I will say, the appy mare was running for a good while. The ground was severely torn up and turned into a muddy, mess (it was high noon when I went down there, to check, and the ground had melted). I'll bet it was her, that woke the neighbor up. It took them about a week, to fully settle. I don't know if whatever it was was still in the area or if they were that traumatized. It wasn’t too long after that, my mother filed for divorce. My (ex)stepfather got the farm and I moved in with her, in the city. Even with all of the weird crap going on there (there were non-bipedal things going on too), I miss it terribly. Maybe it’s more accurate to say, I miss the farm life rather than the actual place. I’d love to get back onto a farm again, but I’d probably hesitate to move back there. I never told anyone about the eye shine event. I didn’t see the actual creature and really, how do you convey that unnatural/horror inducing feeling? You saw eye shine, whoop-dee-doo. My mother would have given me the benefit of the doubt, but my mother often told family members things. They made my life enough of a living hell. I didn’t want to give them more ammo."
Pennsylvania,PA,Bucks County,-75.2479061,40.4107964,,"2007 and 2010 - My husband was on his way to work around 4 AM, on a rural road, while rounding an “s” bend when his headlights hit a large, dark-brown figure that was sitting about 30 feet off the road, watching the road. He described the figure as about 4 ft tall sitting with legs bent out in front of it. Wolf like face, large pointed ears, (does not remember eye shine) leaning back on human-like arms . My husband immediately felt endangered and floored his vehicle’s accelerator. This man has no fear of humans. I’ve known him for 30 years and have never seen him afraid of a natural being. He’s hunted and fished since childhood. It took him a couple of years before he told me about this sighting. He said his first thought was that thing can catch this car, rip me out and eat me if it wants to.

He was paranoid and had his head on a swivel all that day. Still, to this day, he cannot drive past that location without feeling “some kinda way.”

The second sighting occurred in 2010 and happened to a coworker. I noticed she was acting strangely whenever we talked about spooky things, so I asked her what was up. She said, “Okay. Don’t think I’m crazy.” Then she went on to tell me how one night, she was driving home from a late 2nd shift (between midnight- 1 AM), about 5 or so miles from where the 1st sighting occurred. She had to slow down to a near stop, to turn onto a road that would take her home. That’s when she began to hear what sounded like running alongside her car. That’s when she glanced out her driver’s window and saw the most horrible face. Her 1st thought was “werewolf!” She described it as being black and gray in color, with large teeth. She said she didn’t look again, but could hear it running next to her car until she reached 45-50mph. That’s no joke on a back road. She was scared out of her wits! After arriving home, she ran to the door, dropped the keys, went inside, closed all the curtains, and did not sleep a wink that night.

We’re both nurses and I’ve known her for about 7 years. She grew up in NYC and is not a storyteller. Neither of these people likes to talk about their sightings. You can see a change in them when their encounters are brought up. I don’t need to see one to believe them. I know they exist!"
